CNTYVTD,VTDKEY,BellD_20P_U.S. Sen,CooperD_20P_U.S. Sen,EdwardsD_20P_U.S. Sen,FosterD_20P_U.S. Sen,GarciaD_20P_U.S. Sen,HarrisD_20P_U.S. Sen,HegarD_20P_U.S. Sen,HernandezD_20P_U.S. Sen,HunterD_20P_U.S. Sen,OceguedaD_20P_U.S. Sen,RamirezD_20P_U.S. Sen,WestD_20P_U.S. Sen
4530335,8956,72,11,56,12,76,9,443,60,3,6,154,59
4530336,8957,40,12,32,6,84,10,261,39,2,6,128,30
4530337,8958,62,11,54,8,133,11,373,65,6,7,192,55
4530340,8959,61,12,58,7,66,12,522,36,4,5,222,51
4530341,8960,43,7,40,3,65,9,288,38,2,2,191,53
4530342,8961,60,13,54,10,82,14,359,53,7,10,251,66
4530343,8962,51,12,42,2,42,7,327,22,1,2,110,36
4530343,8963,1,0,1,0,1,0,7,0,0,0,2,1
4530344,8964,52,15,48,8,56,11,413,26,2,4,178,47
4530345,8965,53,14,39,5,72,14,358,36,5,5,193,51
4530346,8966,78,19,67,3,59,12,534,37,4,3,181,68
4530347,8967,64,14,57,2,46,12,467,40,5,6,173,65
4530348,8968,46,12,42,3,42,8,335,22,1,4,111,36
4530348,8969,9,0,8,0,8,0,51,1,0,0,22,8
4530349,8970,64,14,65,8,74,12,464,39,4,6,172,58
4530350,8971,78,13,60,8,112,7,495,53,2,4,270,61
4530351,8972,60,10,48,5,52,11,340,32,6,5,117,50
4530352,8973,52,8,30,7,56,7,265,28,2,2,140,30
4530353,8974,52,8,44,4,44,10,285,26,5,4,95,46
4530354,8975,69,10,53,5,70,11,597,29,1,1,211,69
4530355,8976,18,3,14,3,17,4,154,7,1,1,54,18
4530356,8977,44,13,32,2,60,10,293,27,2,0,161,38
4530357,8978,56,15,41,6,74,14,381,34,4,2,200,46
4530358,8979,76,13,59,6,64,11,544,48,7,4,238,56
4530360,8980,75,12,49,4,66,12,426,32,4,8,148,59
4530361,8981,27,4,18,2,26,4,135,13,1,1,73,17
4530362,8982,36,10,36,1,42,6,210,17,3,3,42,23
4530363,8983,35,15,37,4,45,7,217,21,6,7,49,26
4530364,8984,31,6,27,3,20,3,186,13,3,3,31,21
4530365,8985,28,7,23,4,25,4,149,12,1,2,37,16
4530366,8986,41,7,33,3,34,4,279,13,1,1,53,18
4530367,8987,30,6,26,3,30,5,173,12,2,3,45,17
4530370,8988,58,10,46,4,54,7,334,33,8,3,79,32
4530371,8989,40,7,31,2,33,6,203,20,5,2,56,21
4530372,8990,9,3,7,1,7,2,33,3,2,0,11,6
4530372,8991,1,0,1,0,1,0,3,1,0,0,1,1
4530373,8992,35,6,34,4,25,6,211,12,4,0,33,24
4530374,8993,37,10,28,3,30,6,212,22,3,2,48,22
4530375,8994,54,13,42,6,44,3,327,12,9,3,76,36
4530376,8995,52,14,42,4,30,2,233,19,3,1,47,32
4530380,8996,101,17,60,6,78,12,657,47,7,14,213,74
4530381,8997,33,13,36,4,67,4,134,32,3,4,76,26
4530381,8998,0,0,0,0,0,0,0,0,0,0,0,0
4530381,8999,2,0,2,0,2,0,16,1,0,0,6,2
4530381,9000,1,0,1,0,1,0,8,0,0,0,3,1
4530382,9001,69,22,54,7,89,17,391,41,4,5,220,62
4530383,9002,75,20,47,8,67,12,540,35,6,5,209,53
4530384,9003,73,14,55,2,56,13,508,48,8,6,172,37
4530385,9004,64,16,48,4,37,7,411,33,6,2,104,44
4530385,9005,0,0,0,0,0,0,7,0,0,0,1,0
4530386,9006,42,8,32,3,31,7,264,26,1,0,89,18
4530386,9007,0,0,0,0,0,0,0,0,0,0,0,0
4530386,9008,1,0,0,0,0,0,5,0,0,0,1,0
4530387,9009,40,10,32,3,34,7,247,24,2,3,74,22
4530390,9010,41,15,38,5,52,12,365,26,5,7,89,36
4530391,9011,27,9,24,2,34,8,256,17,2,3,61,26
4530392,9012,22,7,17,1,25,3,165,13,4,3,38,13
4530393,9013,31,6,31,3,25,5,204,18,4,2,39,20
4530394,9014,26,6,30,2,21,4,164,17,2,2,38,23
4530395,9015,28,9,16,2,21,4,193,11,2,0,44,9
4530396,9016,20,8,13,6,30,0,172,14,2,1,29,12
4530400,9017,51,13,26,0,31,4,203,23,5,4,92,24
4530401,9018,58,10,48,3,106,13,267,65,6,10,343,53
4530402,9019,47,8,43,0,121,11,269,73,6,7,361,43
4530403,9020,42,9,44,2,121,8,216,75,5,8,326,34
4530404,9021,1,1,4,0,10,2,7,1,0,0,10,9
4530405,9022,54,11,46,5,98,15,258,84,2,10,397,62
4530410,9023,60,10,36,4,83,9,330,37,3,8,344,31
4530411,9024,61,6,49,3,75,9,437,39,1,5,299,58
4530412,9025,37,9,31,3,76,6,265,28,4,1,251,36
4530413,9026,46,6,43,4,71,2,340,42,4,9,310,41
4530414,9027,79,14,80,5,161,18,407,73,8,12,495,62
4530415,9028,33,8,40,3,94,7,212,52,3,5,289,35
4530416,9029,39,14,38,6,108,7,314,44,2,4,335,54
4530417,9030,26,8,35,3,81,6,129,44,2,5,165,22
4530418,9031,58,21,71,8,167,15,256,97,3,10,321,54
4530420,9032,74,20,75,8,209,18,289,111,5,12,413,70
4530421,9033,48,10,49,3,156,15,126,78,1,7,229,38
4530422,9034,62,15,63,3,196,20,158,99,3,10,286,47
4530423,9035,32,10,30,2,90,7,119,49,2,4,160,27
4530424,9036,39,13,34,6,80,7,161,53,5,6,164,39
4530425,9037,54,16,52,2,131,11,233,60,3,9,283,43
4530426,9038,29,2,32,2,83,5,99,43,2,4,159,28
4530427,9039,45,7,51,5,124,7,154,68,1,6,240,45
4530430,9040,41,10,28,2,61,1,302,36,3,3,236,47
4530431,9041,56,7,42,4,114,8,301,50,5,1,342,44
4530432,9042,25,6,25,1,45,5,110,18,1,4,109,17
4530433,9043,17,1,10,2,32,2,76,7,1,2,73,16
4530434,9044,29,12,25,6,77,5,187,39,2,5,188,21
4530435,9045,28,13,26,5,64,5,162,37,1,5,163,22
4530436,9046,45,6,38,5,94,6,265,38,4,5,231,30
4530437,9047,69,12,51,6,162,8,376,89,6,10,337,71
4530438,9048,32,11,33,3,91,10,161,44,0,5,176,30
