CNTYVTD,VTDKEY,BennetD_20P_President,BidenD_20P_President,BloombergD_20P_President,BookerD_20P_President,CastroD_20P_President,De La FuenteD_20P_President,DelaneyD_20P_President,GabbardD_20P_President,KlobucharD_20P_President,PatrickD_20P_President,SandersD_20P_President,SteyerD_20P_President,WarrenD_20P_President,WellsD_20P_President,WilliamsonD_20P_President,YangD_20P_President,ButtigiegD_20P_President,BennetD_20P_President_Percentage,BidenD_20P_President_Percentage,BloombergD_20P_President_Percentage,BookerD_20P_President_Percentage,CastroD_20P_President_Percentage,De La FuenteD_20P_President_Percentage,DelaneyD_20P_President_Percentage,GabbardD_20P_President_Percentage,KlobucharD_20P_President_Percentage,PatrickD_20P_President_Percentage,SandersD_20P_President_Percentage,SteyerD_20P_President_Percentage,WarrenD_20P_President_Percentage,WellsD_20P_President_Percentage,WilliamsonD_20P_President_Percentage,YangD_20P_President_Percentage,ButtigiegD_20P_President_Percentage
1133621,2637,2,94,28,1,0,0,0,0,1,0,36,1,9,0,1,0,1,0.011494252873563218,0.5402298850574713,0.16091954022988506,0.005747126436781609,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.20689655172413793,0.005747126436781609,0.05172413793103448,0.0,0.005747126436781609,0.0,0.005747126436781609
1133701,2638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1133702,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133800,2640,13,642,159,14,0,0,2,1,2,0,257,17,53,1,7,3,11,0.010998307952622674,0.5431472081218274,0.13451776649746192,0.011844331641285956,0.0,0.0,0.001692047377326565,0.0008460236886632825,0.001692047377326565,0.0,0.21742808798646363,0.014382402707275803,0.04483925549915398,0.0008460236886632825,0.005922165820642978,0.0025380710659898475,0.009306260575296108
1133801,2641,0,12,10,1,0,0,0,0,0,0,21,1,2,0,0,0,2,0.0,0.24489795918367346,0.20408163265306123,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.02040816326530612,0.04081632653061224,0.0,0.0,0.0,0.04081632653061224
1133802,2642,15,515,144,15,2,1,2,0,2,0,191,17,36,0,9,0,6,0.015706806282722512,0.5392670157068062,0.15078534031413612,0.015706806282722512,0.0020942408376963353,0.0010471204188481676,0.0020942408376963353,0.0,0.0020942408376963353,0.0,0.2,0.01780104712041885,0.03769633507853403,0.0,0.009424083769633508,0.0,0.0062827225130890054
1133803,2643,13,477,119,16,2,1,2,1,1,0,153,10,41,0,10,0,7,0.015240328253223915,0.5592028135990621,0.1395076201641266,0.01875732708089097,0.0023446658851113715,0.0011723329425556857,0.0023446658851113715,0.0011723329425556857,0.0011723329425556857,0.0,0.17936694021101993,0.011723329425556858,0.04806565064478312,0.0,0.011723329425556858,0.0,0.008206330597889801
1133805,2644,16,708,149,12,1,0,7,1,5,0,257,17,56,0,14,1,15,0.012708498808578236,0.562351072279587,0.11834789515488484,0.009531374106433678,0.0007942811755361397,0.0,0.005559968228752979,0.0007942811755361397,0.003971405877680699,0.0,0.20413026211278792,0.013502779984114376,0.04447974583002383,0.0,0.011119936457505957,0.0007942811755361397,0.011914217633042097
1133806,2645,2,140,31,2,2,0,0,1,0,0,69,4,19,0,3,0,1,0.0072992700729927005,0.5109489051094891,0.11313868613138686,0.0072992700729927005,0.0072992700729927005,0.0,0.0,0.0036496350364963502,0.0,0.0,0.2518248175182482,0.014598540145985401,0.06934306569343066,0.0,0.010948905109489052,0.0,0.0036496350364963502
1133807,2646,7,344,86,7,0,0,2,0,4,0,124,11,21,0,3,1,9,0.011308562197092083,0.555735056542811,0.13893376413570274,0.011308562197092083,0.0,0.0,0.0032310177705977385,0.0,0.006462035541195477,0.0,0.20032310177705978,0.017770597738287562,0.033925686591276254,0.0,0.004846526655896607,0.0016155088852988692,0.014539579967689823
1133808,2647,7,377,104,4,4,2,4,1,3,0,194,12,64,0,15,1,16,0.008663366336633664,0.4665841584158416,0.12871287128712872,0.0049504950495049506,0.0049504950495049506,0.0024752475247524753,0.0049504950495049506,0.0012376237623762376,0.0037128712871287127,0.0,0.2400990099009901,0.01485148514851485,0.07920792079207921,0.0,0.018564356435643563,0.0012376237623762376,0.019801980198019802
1133809,2648,1,29,12,1,0,0,0,0,0,0,19,1,5,0,1,1,0,0.014285714285714285,0.4142857142857143,0.17142857142857143,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.2714285714285714,0.014285714285714285,0.07142857142857142,0.0,0.014285714285714285,0.014285714285714285,0.0
1133900,2649,5,379,74,9,1,0,2,0,1,0,148,5,40,0,11,0,5,0.007352941176470588,0.5573529411764706,0.10882352941176471,0.013235294117647059,0.0014705882352941176,0.0,0.0029411764705882353,0.0,0.0014705882352941176,0.0,0.21764705882352942,0.007352941176470588,0.058823529411764705,0.0,0.016176470588235296,0.0,0.007352941176470588
1133920,2650,2,106,32,1,0,0,4,2,0,0,75,2,6,0,1,0,4,0.00851063829787234,0.451063829787234,0.13617021276595745,0.00425531914893617,0.0,0.0,0.01702127659574468,0.00851063829787234,0.0,0.0,0.3191489361702128,0.00851063829787234,0.02553191489361702,0.0,0.00425531914893617,0.0,0.01702127659574468
1133921,2651,5,211,47,1,1,1,1,2,0,1,170,5,27,1,3,1,8,0.010309278350515464,0.4350515463917526,0.09690721649484536,0.002061855670103093,0.002061855670103093,0.002061855670103093,0.002061855670103093,0.004123711340206186,0.0,0.002061855670103093,0.35051546391752575,0.010309278350515464,0.05567010309278351,0.002061855670103093,0.006185567010309278,0.002061855670103093,0.016494845360824743
1133922,2652,0,4,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.26666666666666666,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
1133940,2653,8,136,39,6,2,0,4,2,3,0,67,0,11,0,3,1,5,0.027874564459930314,0.4738675958188153,0.13588850174216027,0.020905923344947737,0.006968641114982578,0.0,0.013937282229965157,0.006968641114982578,0.010452961672473868,0.0,0.23344947735191637,0.0,0.03832752613240418,0.0,0.010452961672473868,0.003484320557491289,0.017421602787456445
1133950,2654,4,185,42,7,1,0,3,1,3,0,76,5,16,0,4,0,2,0.011461318051575931,0.5300859598853869,0.12034383954154727,0.02005730659025788,0.0028653295128939827,0.0,0.008595988538681949,0.0028653295128939827,0.008595988538681949,0.0,0.2177650429799427,0.014326647564469915,0.045845272206303724,0.0,0.011461318051575931,0.0,0.0057306590257879654
1133951,2655,3,321,66,6,1,0,1,0,1,0,130,4,30,0,6,0,3,0.005244755244755245,0.5611888111888111,0.11538461538461539,0.01048951048951049,0.0017482517482517483,0.0,0.0017482517482517483,0.0,0.0017482517482517483,0.0,0.22727272727272727,0.006993006993006993,0.05244755244755245,0.0,0.01048951048951049,0.0,0.005244755244755245
1133952,2656,0,17,3,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0.0,0.5666666666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
1133960,2657,1,197,49,4,0,0,0,2,6,0,106,3,44,1,1,1,16,0.002320185614849188,0.45707656612529,0.1136890951276102,0.009280742459396751,0.0,0.0,0.0,0.004640371229698376,0.013921113689095127,0.0,0.2459396751740139,0.0069605568445475635,0.10208816705336426,0.002320185614849188,0.002320185614849188,0.002320185614849188,0.037122969837587005
1133961,2658,2,143,29,1,0,0,1,2,3,0,95,4,35,0,2,2,6,0.006153846153846154,0.44,0.08923076923076922,0.003076923076923077,0.0,0.0,0.003076923076923077,0.006153846153846154,0.009230769230769232,0.0,0.2923076923076923,0.012307692307692308,0.1076923076923077,0.0,0.006153846153846154,0.006153846153846154,0.018461538461538463
1133962,2659,1,222,66,5,0,0,1,1,10,0,147,2,64,0,2,2,18,0.0018484288354898336,0.41035120147874304,0.12199630314232902,0.009242144177449169,0.0,0.0,0.0018484288354898336,0.0018484288354898336,0.018484288354898338,0.0,0.27171903881700554,0.0036968576709796672,0.11829944547134935,0.0,0.0036968576709796672,0.0036968576709796672,0.033271719038817
1133963,2660,0,148,34,2,0,0,0,2,5,0,81,2,29,0,0,0,12,0.0,0.46984126984126984,0.10793650793650794,0.006349206349206349,0.0,0.0,0.0,0.006349206349206349,0.015873015873015872,0.0,0.2571428571428571,0.006349206349206349,0.09206349206349207,0.0,0.0,0.0,0.0380952380952381
1133964,2661,0,133,26,3,0,0,0,1,9,0,87,3,21,0,3,1,10,0.0,0.4478114478114478,0.08754208754208755,0.010101010101010102,0.0,0.0,0.0,0.003367003367003367,0.030303030303030304,0.0,0.29292929292929293,0.010101010101010102,0.0707070707070707,0.0,0.010101010101010102,0.003367003367003367,0.03367003367003367
1133965,2662,1,186,41,0,0,0,0,0,3,0,121,6,46,0,0,0,16,0.002380952380952381,0.44285714285714284,0.09761904761904762,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.28809523809523807,0.014285714285714285,0.10952380952380952,0.0,0.0,0.0,0.0380952380952381
1133966,2663,3,209,35,1,0,0,0,0,2,0,154,5,52,0,3,0,16,0.00625,0.4354166666666667,0.07291666666666667,0.0020833333333333333,0.0,0.0,0.0,0.0,0.004166666666666667,0.0,0.32083333333333336,0.010416666666666666,0.10833333333333334,0.0,0.00625,0.0,0.03333333333333333
1133967,2664,0,63,20,1,0,0,0,0,5,0,57,2,18,0,1,0,8,0.0,0.36,0.11428571428571428,0.005714285714285714,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.32571428571428573,0.011428571428571429,0.10285714285714286,0.0,0.005714285714285714,0.0,0.045714285714285714
1133968,2665,4,204,41,7,1,0,1,2,7,0,131,4,40,0,4,0,23,0.008528784648187633,0.4349680170575693,0.08742004264392324,0.014925373134328358,0.0021321961620469083,0.0,0.0021321961620469083,0.0042643923240938165,0.014925373134328358,0.0,0.279317697228145,0.008528784648187633,0.08528784648187633,0.0,0.008528784648187633,0.0,0.04904051172707889
1133969,2666,3,154,54,2,1,0,2,1,15,0,78,6,20,0,0,0,17,0.0084985835694051,0.43626062322946174,0.1529745042492918,0.0056657223796034,0.0028328611898017,0.0,0.0056657223796034,0.0028328611898017,0.042492917847025496,0.0,0.22096317280453256,0.0169971671388102,0.056657223796033995,0.0,0.0,0.0,0.04815864022662889
1133970,2667,1,173,59,3,1,0,1,1,11,0,93,4,41,0,2,0,13,0.0024813895781637717,0.4292803970223325,0.14640198511166252,0.007444168734491315,0.0024813895781637717,0.0,0.0024813895781637717,0.0024813895781637717,0.02729528535980149,0.0,0.23076923076923078,0.009925558312655087,0.10173697270471464,0.0,0.004962779156327543,0.0,0.03225806451612903
1133971,2668,2,113,35,0,0,0,0,1,4,0,93,4,33,0,1,0,7,0.006825938566552901,0.3856655290102389,0.11945392491467577,0.0,0.0,0.0,0.0,0.0034129692832764505,0.013651877133105802,0.0,0.3174061433447099,0.013651877133105802,0.11262798634812286,0.0,0.0034129692832764505,0.0,0.023890784982935155
1133980,2669,3,150,47,3,1,0,2,2,8,0,138,3,44,0,2,3,15,0.007125890736342043,0.35629453681710216,0.11163895486935867,0.007125890736342043,0.0023752969121140144,0.0,0.004750593824228029,0.004750593824228029,0.019002375296912115,0.0,0.32779097387173395,0.007125890736342043,0.10451306413301663,0.0,0.004750593824228029,0.007125890736342043,0.035629453681710214
1133981,2670,0,57,23,3,0,0,0,3,5,0,43,12,15,0,0,0,4,0.0,0.34545454545454546,0.1393939393939394,0.01818181818181818,0.0,0.0,0.0,0.01818181818181818,0.030303030303030304,0.0,0.2606060606060606,0.07272727272727272,0.09090909090909091,0.0,0.0,0.0,0.024242424242424242
1133982,2671,3,143,42,4,2,2,1,2,9,0,106,3,33,0,0,0,15,0.00821917808219178,0.3917808219178082,0.11506849315068493,0.010958904109589041,0.005479452054794521,0.005479452054794521,0.0027397260273972603,0.005479452054794521,0.024657534246575342,0.0,0.29041095890410956,0.00821917808219178,0.09041095890410959,0.0,0.0,0.0,0.0410958904109589
1133983,2672,0,89,23,1,0,0,0,0,5,0,67,0,21,0,0,0,13,0.0,0.4063926940639269,0.1050228310502283,0.0045662100456621,0.0,0.0,0.0,0.0,0.0228310502283105,0.0,0.3059360730593607,0.0,0.0958904109589041,0.0,0.0,0.0,0.0593607305936073
1133984,2673,0,63,17,2,0,0,0,1,1,0,54,1,17,0,0,0,6,0.0,0.3888888888888889,0.10493827160493827,0.012345679012345678,0.0,0.0,0.0,0.006172839506172839,0.006172839506172839,0.0,0.3333333333333333,0.006172839506172839,0.10493827160493827,0.0,0.0,0.0,0.037037037037037035
1134000,2674,0,16,3,0,0,0,0,0,1,0,17,0,5,0,0,0,3,0.0,0.35555555555555557,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.37777777777777777,0.0,0.1111111111111111,0.0,0.0,0.0,0.06666666666666667
1134001,2675,10,62,25,0,1,0,1,0,2,1,96,4,20,0,2,0,8,0.04310344827586207,0.2672413793103448,0.10775862068965517,0.0,0.004310344827586207,0.0,0.004310344827586207,0.0,0.008620689655172414,0.004310344827586207,0.41379310344827586,0.017241379310344827,0.08620689655172414,0.0,0.008620689655172414,0.0,0.034482758620689655
1134002,2676,4,108,34,0,1,0,0,1,9,0,47,4,36,0,1,1,44,0.013793103448275862,0.3724137931034483,0.11724137931034483,0.0,0.0034482758620689655,0.0,0.0,0.0034482758620689655,0.03103448275862069,0.0,0.16206896551724137,0.013793103448275862,0.12413793103448276,0.0,0.0034482758620689655,0.0034482758620689655,0.15172413793103448
1134003,2677,1,5,3,1,0,0,0,0,0,0,23,0,0,0,0,0,1,0.029411764705882353,0.14705882352941177,0.08823529411764706,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.6764705882352942,0.0,0.0,0.0,0.0,0.0,0.029411764705882353
1134004,2678,2,110,31,0,3,0,2,0,6,0,117,4,37,0,2,1,35,0.005714285714285714,0.3142857142857143,0.08857142857142856,0.0,0.008571428571428572,0.0,0.005714285714285714,0.0,0.017142857142857144,0.0,0.3342857142857143,0.011428571428571429,0.10571428571428572,0.0,0.005714285714285714,0.002857142857142857,0.1
1134005,2679,1,53,23,1,0,0,0,0,1,0,57,0,12,0,2,1,6,0.006369426751592357,0.3375796178343949,0.1464968152866242,0.006369426751592357,0.0,0.0,0.0,0.0,0.006369426751592357,0.0,0.3630573248407643,0.0,0.07643312101910828,0.0,0.012738853503184714,0.006369426751592357,0.03821656050955414
1134006,2680,1,109,35,0,0,1,0,2,7,0,75,2,55,0,0,0,19,0.0032679738562091504,0.3562091503267974,0.11437908496732026,0.0,0.0,0.0032679738562091504,0.0,0.006535947712418301,0.02287581699346405,0.0,0.24509803921568626,0.006535947712418301,0.17973856209150327,0.0,0.0,0.0,0.06209150326797386
1134007,2681,0,5,10,0,0,0,0,0,2,0,17,0,5,0,0,0,10,0.0,0.10204081632653061,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.3469387755102041,0.0,0.10204081632653061,0.0,0.0,0.0,0.20408163265306123
1134008,2682,0,17,9,0,0,1,1,0,1,0,38,3,4,0,1,2,0,0.0,0.22077922077922077,0.11688311688311688,0.0,0.0,0.012987012987012988,0.012987012987012988,0.0,0.012987012987012988,0.0,0.4935064935064935,0.03896103896103896,0.05194805194805195,0.0,0.012987012987012988,0.025974025974025976,0.0
1134009,2683,6,48,26,1,2,2,2,0,1,0,104,4,19,0,1,0,4,0.02727272727272727,0.21818181818181817,0.11818181818181818,0.004545454545454545,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.0,0.004545454545454545,0.0,0.4727272727272727,0.01818181818181818,0.08636363636363636,0.0,0.004545454545454545,0.0,0.01818181818181818
1134010,2684,4,144,51,0,1,0,0,2,8,0,60,3,54,0,0,0,27,0.011299435028248588,0.4067796610169492,0.1440677966101695,0.0,0.002824858757062147,0.0,0.0,0.005649717514124294,0.022598870056497175,0.0,0.1694915254237288,0.00847457627118644,0.15254237288135594,0.0,0.0,0.0,0.07627118644067797
1134011,2685,3,49,13,0,1,0,1,0,2,0,65,2,10,0,4,1,11,0.018518518518518517,0.30246913580246915,0.08024691358024691,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.012345679012345678,0.0,0.4012345679012346,0.012345679012345678,0.06172839506172839,0.0,0.024691358024691357,0.006172839506172839,0.06790123456790123
1134012,2686,0,3,3,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0
1134013,2687,0,43,12,1,0,0,0,0,0,0,7,0,4,0,0,0,3,0.0,0.6142857142857143,0.17142857142857143,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05714285714285714,0.0,0.0,0.0,0.04285714285714286
1134014,2688,2,213,115,0,0,1,0,1,11,0,31,5,34,0,2,1,26,0.004524886877828055,0.4819004524886878,0.26018099547511314,0.0,0.0,0.0022624434389140274,0.0,0.0022624434389140274,0.024886877828054297,0.0,0.07013574660633484,0.011312217194570135,0.07692307692307693,0.0,0.004524886877828055,0.0022624434389140274,0.058823529411764705
1134015,2689,2,235,49,6,0,0,1,1,3,0,87,6,32,1,4,2,12,0.0045351473922902496,0.5328798185941043,0.1111111111111111,0.013605442176870748,0.0,0.0,0.0022675736961451248,0.0022675736961451248,0.006802721088435374,0.0,0.19727891156462585,0.013605442176870748,0.07256235827664399,0.0022675736961451248,0.009070294784580499,0.0045351473922902496,0.027210884353741496
1134016,2690,2,241,46,4,1,0,2,0,4,0,104,4,38,0,1,0,19,0.004291845493562232,0.5171673819742489,0.09871244635193133,0.008583690987124463,0.002145922746781116,0.0,0.004291845493562232,0.0,0.008583690987124463,0.0,0.22317596566523606,0.008583690987124463,0.0815450643776824,0.0,0.002145922746781116,0.0,0.0407725321888412
1134017,2691,0,56,16,0,0,0,0,0,3,0,28,0,21,0,0,0,19,0.0,0.3916083916083916,0.11188811188811189,0.0,0.0,0.0,0.0,0.0,0.02097902097902098,0.0,0.1958041958041958,0.0,0.14685314685314685,0.0,0.0,0.0,0.13286713286713286
1134018,2692,0,107,50,0,0,0,0,1,6,0,48,1,34,0,0,0,31,0.0,0.38489208633093525,0.17985611510791366,0.0,0.0,0.0,0.0,0.0035971223021582736,0.02158273381294964,0.0,0.17266187050359713,0.0035971223021582736,0.1223021582733813,0.0,0.0,0.0,0.11151079136690648
1134019,2693,1,187,61,3,1,2,2,0,1,0,225,4,99,0,3,1,37,0.001594896331738437,0.2982456140350877,0.09728867623604466,0.004784688995215311,0.001594896331738437,0.003189792663476874,0.003189792663476874,0.0,0.001594896331738437,0.0,0.3588516746411483,0.006379585326953748,0.15789473684210525,0.0,0.004784688995215311,0.001594896331738437,0.05901116427432217
1134020,2694,0,57,15,0,1,0,0,0,3,0,67,3,30,0,2,0,20,0.0,0.2878787878787879,0.07575757575757576,0.0,0.005050505050505051,0.0,0.0,0.0,0.015151515151515152,0.0,0.3383838383838384,0.015151515151515152,0.15151515151515152,0.0,0.010101010101010102,0.0,0.10101010101010101
1134021,2695,1,243,55,2,1,0,0,3,5,0,189,4,107,0,5,1,99,0.0013986013986013986,0.33986013986013985,0.07692307692307693,0.002797202797202797,0.0013986013986013986,0.0,0.0,0.004195804195804196,0.006993006993006993,0.0,0.26433566433566436,0.005594405594405594,0.14965034965034965,0.0,0.006993006993006993,0.0013986013986013986,0.13846153846153847
1134022,2696,3,91,24,3,2,1,1,3,7,0,99,1,52,1,5,3,22,0.009433962264150943,0.2861635220125786,0.07547169811320754,0.009433962264150943,0.006289308176100629,0.0031446540880503146,0.0031446540880503146,0.009433962264150943,0.0220125786163522,0.0,0.3113207547169811,0.0031446540880503146,0.16352201257861634,0.0031446540880503146,0.015723270440251572,0.009433962264150943,0.06918238993710692
1134023,2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134024,2698,9,133,48,0,2,0,5,0,1,0,97,5,15,0,5,2,10,0.02710843373493976,0.4006024096385542,0.14457831325301204,0.0,0.006024096385542169,0.0,0.015060240963855422,0.0,0.0030120481927710845,0.0,0.2921686746987952,0.015060240963855422,0.045180722891566265,0.0,0.015060240963855422,0.006024096385542169,0.030120481927710843
1134025,2699,1,12,6,0,0,0,0,0,0,0,22,1,4,0,1,0,0,0.02127659574468085,0.2553191489361702,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46808510638297873,0.02127659574468085,0.0851063829787234,0.0,0.02127659574468085,0.0,0.0
1134026,2700,0,8,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
1134027,2701,1,16,4,1,0,0,0,0,0,0,22,0,3,0,0,0,0,0.02127659574468085,0.3404255319148936,0.0851063829787234,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.46808510638297873,0.0,0.06382978723404255,0.0,0.0,0.0,0.0
1134028,2702,2,67,18,3,0,1,1,0,0,0,38,5,7,0,3,0,2,0.013605442176870748,0.4557823129251701,0.12244897959183673,0.02040816326530612,0.0,0.006802721088435374,0.006802721088435374,0.0,0.0,0.0,0.2585034013605442,0.034013605442176874,0.047619047619047616,0.0,0.02040816326530612,0.0,0.013605442176870748
1134029,2703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134030,2704,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1134031,2705,8,180,48,4,4,1,3,1,0,0,110,12,14,0,5,2,8,0.02,0.45,0.12,0.01,0.01,0.0025,0.0075,0.0025,0.0,0.0,0.275,0.03,0.035,0.0,0.0125,0.005,0.02
1134033,2706,0,135,29,0,0,0,0,0,3,0,183,1,86,0,3,2,32,0.0,0.2848101265822785,0.06118143459915612,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.3860759493670886,0.002109704641350211,0.18143459915611815,0.0,0.006329113924050633,0.004219409282700422,0.06751054852320675
1134035,2707,2,139,60,1,2,1,0,0,7,0,56,5,30,0,2,0,45,0.005714285714285714,0.39714285714285713,0.17142857142857143,0.002857142857142857,0.005714285714285714,0.002857142857142857,0.0,0.0,0.02,0.0,0.16,0.014285714285714285,0.08571428571428572,0.0,0.005714285714285714,0.0,0.12857142857142856
1134036,2708,3,61,19,1,0,0,1,0,0,0,48,6,6,0,3,0,5,0.0196078431372549,0.39869281045751637,0.12418300653594772,0.006535947712418301,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.3137254901960784,0.0392156862745098,0.0392156862745098,0.0,0.0196078431372549,0.0,0.032679738562091505
1134037,2709,1,14,5,0,0,0,0,0,0,0,13,1,4,0,0,0,2,0.025,0.35,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.025,0.1,0.0,0.0,0.0,0.05
1134038,2710,14,193,49,4,1,1,3,0,2,0,151,9,42,0,5,0,9,0.028985507246376812,0.3995859213250518,0.10144927536231885,0.008281573498964804,0.002070393374741201,0.002070393374741201,0.006211180124223602,0.0,0.004140786749482402,0.0,0.31262939958592134,0.018633540372670808,0.08695652173913043,0.0,0.010351966873706004,0.0,0.018633540372670808
1134039,2711,1,48,10,2,0,0,0,0,0,0,36,1,4,0,1,0,1,0.009615384615384616,0.46153846153846156,0.09615384615384616,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.34615384615384615,0.009615384615384616,0.038461538461538464,0.0,0.009615384615384616,0.0,0.009615384615384616
1134040,2712,1,84,20,0,3,0,2,0,1,0,33,2,4,0,1,1,2,0.006493506493506494,0.5454545454545454,0.12987012987012986,0.0,0.01948051948051948,0.0,0.012987012987012988,0.0,0.006493506493506494,0.0,0.21428571428571427,0.012987012987012988,0.025974025974025976,0.0,0.006493506493506494,0.006493506493506494,0.012987012987012988
1134041,2713,5,48,11,1,0,0,1,0,1,0,29,2,6,0,3,0,2,0.045871559633027525,0.44036697247706424,0.10091743119266056,0.009174311926605505,0.0,0.0,0.009174311926605505,0.0,0.009174311926605505,0.0,0.26605504587155965,0.01834862385321101,0.05504587155963303,0.0,0.027522935779816515,0.0,0.01834862385321101
1134043,2714,3,95,31,3,0,0,2,1,2,0,77,3,10,0,2,0,3,0.01293103448275862,0.40948275862068967,0.1336206896551724,0.01293103448275862,0.0,0.0,0.008620689655172414,0.004310344827586207,0.008620689655172414,0.0,0.33189655172413796,0.01293103448275862,0.04310344827586207,0.0,0.008620689655172414,0.0,0.01293103448275862
1134044,2715,7,68,23,2,2,3,1,0,0,0,47,0,10,0,3,0,4,0.041176470588235294,0.4,0.13529411764705881,0.011764705882352941,0.011764705882352941,0.01764705882352941,0.0058823529411764705,0.0,0.0,0.0,0.27647058823529413,0.0,0.058823529411764705,0.0,0.01764705882352941,0.0,0.023529411764705882
1134046,2716,3,72,34,3,6,1,2,0,1,0,69,3,7,0,1,0,2,0.014705882352941176,0.35294117647058826,0.16666666666666666,0.014705882352941176,0.029411764705882353,0.004901960784313725,0.00980392156862745,0.0,0.004901960784313725,0.0,0.3382352941176471,0.014705882352941176,0.03431372549019608,0.0,0.004901960784313725,0.0,0.00980392156862745
1134047,2717,5,77,22,0,1,0,1,0,1,0,33,3,6,0,1,1,0,0.033112582781456956,0.5099337748344371,0.1456953642384106,0.0,0.006622516556291391,0.0,0.006622516556291391,0.0,0.006622516556291391,0.0,0.2185430463576159,0.019867549668874173,0.039735099337748346,0.0,0.006622516556291391,0.006622516556291391,0.0
1134048,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134049,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134050,2720,8,445,96,5,0,2,5,1,10,1,292,7,78,0,11,1,24,0.008113590263691683,0.4513184584178499,0.0973630831643002,0.005070993914807302,0.0,0.002028397565922921,0.005070993914807302,0.0010141987829614604,0.010141987829614604,0.0010141987829614604,0.2961460446247465,0.007099391480730223,0.07910750507099391,0.0,0.011156186612576065,0.0010141987829614604,0.02434077079107505
1134051,2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134052,2722,2,305,83,3,2,0,3,2,8,1,192,6,50,0,5,3,15,0.0029411764705882353,0.4485294117647059,0.12205882352941176,0.004411764705882353,0.0029411764705882353,0.0,0.004411764705882353,0.0029411764705882353,0.011764705882352941,0.0014705882352941176,0.2823529411764706,0.008823529411764706,0.07352941176470588,0.0,0.007352941176470588,0.004411764705882353,0.022058823529411766
