CNTYVTD,VTDKEY,BennetD_20P_President,BidenD_20P_President,BloombergD_20P_President,BookerD_20P_President,CastroD_20P_President,De La FuenteD_20P_President,DelaneyD_20P_President,GabbardD_20P_President,KlobucharD_20P_President,PatrickD_20P_President,SandersD_20P_President,SteyerD_20P_President,WarrenD_20P_President,WellsD_20P_President,WilliamsonD_20P_President,YangD_20P_President,ButtigiegD_20P_President
"0291059",312,1,8,11,0,3,0,0,1,0,0,24,0,4,0,0,1,2
"0291060",313,3,85,61,0,23,1,0,1,4,0,173,3,24,0,0,1,7
"0291061",314,2,54,57,2,17,2,0,0,0,0,127,3,15,0,0,0,9
"0291062",315,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0
"0291063",316,1,60,19,0,10,0,0,0,5,0,49,0,23,0,0,1,8
"0291064",317,1,29,19,0,4,1,0,0,3,0,32,1,14,2,0,1,4
"0291065",318,1,62,48,1,13,1,0,2,8,0,77,2,17,0,0,0,8
"0291066",319,0,16,8,0,3,1,0,0,2,0,38,3,4,0,0,0,2
"0291067",320,0,67,46,2,7,0,1,0,2,0,96,5,19,0,0,1,10
"0291068",321,0,24,16,1,1,1,0,3,0,0,69,0,14,0,0,0,7
"0291069",322,0,38,14,0,3,0,0,0,5,0,27,0,4,0,0,0,3
"0291070",323,0,29,24,0,7,0,0,0,1,0,48,1,15,0,0,1,5
"0291071",324,0,72,54,0,8,1,0,1,3,0,114,3,16,0,0,2,2
"0291072",325,0,79,46,0,6,0,1,1,2,0,122,2,35,0,1,2,9
"0291073",326,0,156,50,0,3,1,0,8,5,0,188,4,54,0,1,4,25
"0291074",327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291075",328,2,44,54,1,13,2,0,1,2,0,109,5,25,0,0,0,6
"0291076",329,2,115,78,1,6,2,1,1,3,0,136,2,36,1,1,1,18
"0291077",330,0,81,61,0,17,2,0,2,5,1,100,4,35,0,0,0,9
"0291078",331,1,25,18,0,5,0,0,1,1,0,27,0,9,0,0,0,0
"0291079",332,1,117,43,0,2,0,0,0,3,0,131,3,48,0,0,0,7
"0291080",333,0,98,40,0,6,1,0,2,2,0,173,2,44,0,0,0,10
"0291081",334,1,86,45,0,2,1,0,3,12,0,35,1,17,0,0,0,7
"0291082",335,1,116,63,0,8,1,0,0,4,0,172,2,35,0,0,1,15
"0291083",336,0,158,58,1,8,1,0,4,10,0,155,6,52,0,0,0,19
"0291084",337,1,62,51,1,13,2,0,1,3,0,77,1,19,1,0,2,10
"0291085",338,2,58,35,0,5,1,1,0,4,0,83,6,17,0,0,0,6
"0291086",339,1,127,69,0,13,0,0,4,5,0,149,7,30,0,0,4,12
"0291087",340,1,58,22,0,5,1,0,0,2,0,75,0,16,0,0,1,6
"0291088",341,2,32,28,0,5,0,0,0,1,0,45,2,14,0,0,0,2
"0291089",342,0,2,2,0,1,0,0,0,0,0,4,0,2,0,0,0,0
"0291090",343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291091",344,1,86,62,1,13,0,0,1,3,0,141,6,33,0,0,0,6
"0291092",345,0,20,14,0,3,0,0,0,2,0,60,1,13,0,1,0,1
"0291093",346,0,53,14,0,4,0,0,1,4,0,67,2,23,0,0,0,3
"0291094",347,0,71,34,0,6,0,1,4,1,0,118,1,41,0,0,0,13
"0291095",348,0,6,3,0,0,0,0,0,0,0,6,0,4,0,0,0,2
"0291096",349,0,4,1,0,1,0,0,0,0,0,2,0,3,0,0,0,0
"0291097",350,1,29,13,0,6,0,0,0,1,0,35,1,13,0,0,0,3
"0291098",351,2,51,47,0,8,0,0,1,4,0,92,3,28,0,0,0,9
"0291099",352,0,181,48,0,10,0,1,3,5,0,189,8,61,1,0,2,29
"0291100",353,1,108,57,0,5,0,0,1,6,1,138,2,61,0,0,0,16
"0291101",354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291102",355,0,26,21,0,1,0,1,0,2,1,15,0,14,0,0,0,2
"0291103",356,0,19,7,0,2,0,0,0,1,0,16,0,4,0,0,0,1
"0291104",357,1,201,90,0,9,0,2,2,6,1,190,1,60,0,0,0,17
"0291105",358,0,12,7,0,3,0,0,0,0,0,34,0,14,1,1,1,1
"0291106",359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291107",360,1,88,51,0,15,0,0,1,3,0,120,5,18,0,0,2,6
"0291108",361,0,115,39,1,8,0,1,2,9,0,94,2,40,0,0,2,15
"0291109",362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291110",363,0,129,27,2,6,0,0,2,6,0,165,2,56,0,1,4,14
"0291111",364,1,191,69,1,6,1,0,4,13,0,157,5,65,0,1,3,39
"0291112",365,1,75,26,0,10,0,0,0,4,0,115,4,30,1,0,2,5
"0291113",366,1,133,55,0,7,0,0,2,7,0,135,2,53,0,0,0,26
"0291114",367,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"0291115",368,0,43,32,0,11,0,0,0,4,0,77,3,14,1,0,3,4
"0291116",369,0,67,27,0,0,0,0,0,5,0,48,1,18,0,0,0,8
"0291117",370,0,10,15,0,5,0,0,1,2,0,14,1,4,0,0,0,2
"0291118",371,0,107,35,0,1,0,1,2,3,0,117,1,39,0,0,1,15
"0291119",372,0,9,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0
"0291120",373,0,0,2,0,0,0,0,0,0,0,10,0,5,0,0,0,1
"0291121",374,0,169,46,0,2,0,0,0,3,0,153,5,66,0,1,1,14
"0291122A",375,1,236,72,1,6,0,0,4,15,0,170,4,66,0,0,0,29
"0291122B",376,0,12,3,0,0,0,0,0,0,0,9,0,3,0,0,0,2
"0291123",377,0,22,9,0,1,0,0,1,1,0,29,0,4,0,1,0,0
"0291124",378,0,7,7,0,3,0,0,0,0,0,12,2,7,0,0,0,1
"0291125",379,0,110,51,1,3,0,0,1,7,0,104,4,42,0,0,2,11
"0291126",380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291127",381,0,23,16,0,5,0,0,0,3,0,28,2,10,0,0,0,3
"0291128",382,0,29,18,0,3,0,0,0,2,0,60,0,14,1,0,1,4
"0291129",383,0,102,28,0,3,0,1,3,3,0,74,2,16,0,0,0,7
"0291130",384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291131",385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291132",386,0,21,14,0,4,1,0,0,0,0,37,0,8,0,0,0,2
"0291133",387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291134",388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291135",389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291136",390,0,1,2,0,2,0,1,0,0,0,5,0,0,0,0,0,0
"0291137",391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0291138",392,0,14,9,0,0,0,0,0,1,0,44,1,11,0,0,1,4
"0291139",393,0,65,36,0,3,0,0,0,2,0,86,1,24,0,1,0,6
"0291140",394,0,39,14,0,3,0,0,1,0,0,62,1,15,0,0,0,6
"0291141",395,1,78,44,0,3,0,0,0,2,0,89,2,23,0,0,0,8
"0291142",396,0,41,15,0,6,1,0,3,1,0,86,0,27,0,0,1,2
"0291143",397,1,132,47,1,9,1,0,3,13,1,118,2,45,0,0,0,21
"0291144",398,0,239,143,0,3,0,0,1,42,0,73,6,50,1,1,1,28
"0291145",399,0,11,5,0,0,0,0,0,0,0,7,0,4,0,0,0,1
"0291146",400,0,4,2,0,2,0,0,0,0,0,8,0,2,0,0,0,3
"0291147",401,0,101,46,0,12,0,1,1,6,0,129,2,57,0,0,1,8
"0291148",402,0,21,7,0,2,0,0,0,1,0,38,0,5,0,0,0,4
"0291149",403,0,84,51,1,5,0,0,1,5,0,117,3,37,0,0,1,17
"0291150",404,0,59,13,1,2,1,0,0,2,0,67,2,13,0,0,2,5
"0291151",405,0,82,18,0,4,0,0,3,6,0,68,0,17,0,0,1,4
"0291152",406,0,74,25,0,3,0,0,0,4,0,54,1,22,0,0,0,10
"0291153",407,0,28,11,0,1,0,0,1,1,0,47,1,14,0,0,0,3
"0291154A",408,0,54,23,0,3,0,0,0,3,0,41,1,19,0,0,0,8
"0291154B",409,0,7,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"0291154C",410,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"0291155",411,0,55,33,0,4,1,0,0,2,0,86,0,19,0,0,0,7
"0291156",412,0,171,48,0,6,0,0,3,7,0,130,2,47,0,0,0,15
"0291157",413,0,78,27,1,8,0,0,1,3,0,126,3,32,1,0,1,3
"0291158",414,0,26,11,0,0,0,0,0,0,0,45,0,13,0,0,0,2
"0291159",415,0,14,7,0,2,0,0,0,0,0,14,1,3,0,0,0,1
"0292001",416,0,19,11,0,9,1,0,0,0,0,55,1,10,0,0,1,1
"0292002",417,3,27,48,1,12,1,0,1,1,0,54,3,15,0,0,0,7
"0292003",418,0,67,47,1,11,0,0,0,3,0,109,1,26,0,0,0,7
"0292004",419,0,85,48,1,21,1,0,0,4,0,142,0,21,0,1,1,14
"0292005",420,2,36,30,0,9,0,0,3,3,0,79,2,33,1,0,0,11
"0292006",421,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292007",422,1,56,38,0,16,2,0,0,0,0,102,0,12,0,0,0,4
"0292008",423,0,31,33,0,9,1,1,1,0,0,55,1,15,0,0,2,3
"0292009",424,1,53,23,1,2,0,0,1,2,0,143,0,40,0,0,1,18
"0292010",425,1,75,38,0,6,0,1,0,6,0,85,2,18,0,0,0,11
"0292011",426,0,60,49,0,13,0,0,0,7,0,103,3,33,1,0,0,7
"0292012",427,0,38,36,0,8,0,0,0,1,1,85,0,22,0,0,1,5
"0292013",428,0,77,42,0,14,1,1,0,3,0,92,6,26,0,1,2,5
"0292014",429,0,48,32,1,6,1,0,1,2,0,83,2,21,0,0,2,9
"0292015",430,2,42,27,0,10,4,0,2,1,0,87,2,16,0,0,1,5
"0292016",431,0,29,28,0,4,2,0,0,0,0,53,0,5,0,0,1,3
"0292017",432,0,22,17,0,7,0,0,0,0,0,51,0,9,0,0,0,3
"0292018",433,2,52,47,0,7,0,0,0,2,0,87,2,24,0,0,0,9
"0292019",434,0,45,30,0,12,0,0,2,0,0,62,0,8,0,0,0,5
"0292020",435,1,147,104,2,38,2,0,1,2,1,200,6,39,0,0,1,8
"0292021",436,0,83,43,1,20,0,0,0,5,0,145,4,25,0,0,1,6
"0292022",437,0,37,41,1,13,0,0,0,0,1,78,0,21,0,0,0,2
"0292023",438,1,126,82,1,18,0,0,2,3,0,190,3,72,1,1,0,18
"0292024",439,1,85,49,0,16,1,0,0,2,0,100,4,21,0,1,3,9
"0292025",440,0,134,90,0,15,3,1,0,4,0,197,7,51,0,0,2,14
"0292026",441,0,124,85,0,12,1,0,2,15,0,169,3,69,0,0,2,22
"0292027",442,0,88,80,0,6,1,0,1,7,0,105,8,38,0,1,1,17
"0292028",443,2,166,105,0,19,2,0,1,19,0,137,8,72,0,0,1,20
"0292029",444,0,45,30,0,6,0,0,0,2,0,55,0,10,0,0,0,4
"0292030",445,1,43,30,1,14,0,0,0,5,0,84,3,20,1,0,1,7
"0292031",446,2,35,26,0,16,0,0,0,1,1,88,3,8,0,0,0,6
"0292032",447,0,21,18,0,7,0,1,0,2,0,26,2,8,0,0,0,4
"0292033",448,3,18,23,0,2,0,0,0,1,0,31,0,8,0,0,0,3
"0292034",449,0,15,17,0,9,2,0,0,1,0,41,0,11,0,0,0,1
"0292035",450,0,121,75,0,3,0,0,0,5,0,123,3,93,0,0,1,30
"0292036",451,0,181,97,0,3,0,0,4,20,0,129,0,118,0,0,1,49
"0292037",452,1,61,47,0,3,1,0,3,6,0,83,2,45,0,0,0,11
"0292038",453,0,102,42,0,3,0,0,1,7,0,107,0,58,0,1,3,14
"0292039",454,0,86,45,0,6,0,1,1,2,0,132,2,67,0,0,0,8
"0292040",455,3,150,78,0,19,2,0,2,12,0,135,1,58,1,0,0,11
"0292041",456,2,134,80,0,22,0,0,3,20,0,163,3,56,0,0,4,17
"0292042",457,2,68,55,0,13,0,1,0,4,0,92,1,25,0,0,0,6
"0292043",458,0,33,25,1,7,1,0,0,1,0,56,3,13,1,0,1,6
"0292044",459,1,57,30,0,11,0,0,0,3,0,99,3,18,1,0,2,7
"0292045",460,1,105,45,0,6,0,0,1,11,0,134,0,78,0,0,1,24
"0292046",461,0,158,84,0,9,0,0,0,13,0,175,3,88,0,0,0,33
"0292047",462,2,129,80,1,8,0,0,2,12,0,118,4,53,0,0,3,16
"0292048",463,0,56,35,0,7,1,0,2,2,0,113,0,20,0,0,1,10
"0292049",464,0,132,116,1,12,0,0,1,7,0,150,3,45,0,1,2,18
"0292050",465,1,121,76,0,4,1,0,2,8,0,126,1,36,0,0,1,16
"0292051",466,1,27,19,0,1,0,0,1,3,0,39,3,15,0,0,0,4
"0292052",467,1,28,24,0,8,0,0,0,2,0,75,3,12,0,0,0,5
"0292053",468,0,53,22,0,4,0,0,0,3,1,100,1,26,1,0,0,10
"0292054",469,0,150,85,0,10,1,0,0,8,0,160,3,103,0,0,4,30
"0292055",470,0,124,41,0,4,0,0,2,13,0,311,1,140,0,0,3,25
"0292056",471,0,72,50,0,8,0,0,1,2,0,91,3,37,0,0,0,7
"0292057",472,0,80,57,0,14,1,1,0,5,0,141,4,32,0,0,1,7
"0292058",473,0,80,45,2,15,0,0,2,6,0,154,0,28,0,0,1,6
"0292059",474,1,92,65,1,19,0,0,2,6,0,156,5,37,0,0,0,14
"0292060",475,0,71,54,0,6,2,0,2,6,0,140,1,45,0,1,1,13
"0292061",476,0,52,22,1,0,1,0,0,9,0,60,1,27,0,0,0,7
"0292062",477,1,69,43,0,7,0,0,0,0,1,77,2,18,0,0,0,15
"0292063",478,1,103,43,0,1,0,0,1,9,0,55,3,43,0,1,2,18
"0292064",479,1,106,62,0,10,0,1,0,5,1,156,2,45,0,0,3,21
"0292065A",480,0,61,22,1,5,1,0,1,1,1,99,1,23,0,1,0,5
"0292065B",481,0,4,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0
"0292066",482,0,212,92,1,13,1,0,2,27,0,218,5,102,0,0,2,45
"0292067",483,0,11,15,0,1,0,0,1,1,0,36,0,12,0,0,0,4
"0292068",484,1,203,101,0,10,1,0,2,29,0,222,4,80,0,1,2,35
"0292069",485,2,118,82,0,13,0,1,1,4,0,189,10,45,1,1,3,22
"0292070",486,0,52,77,0,23,1,0,0,1,0,112,2,28,0,0,2,7
"0292071",487,0,20,22,0,6,1,0,0,3,0,34,0,4,0,0,0,2
"0292072",488,2,156,73,0,8,0,0,1,14,0,183,4,59,0,0,3,13
"0292073",489,2,47,20,0,3,1,0,2,3,0,83,0,23,0,0,0,6
"0292074",490,2,20,19,0,7,1,0,0,2,0,42,2,14,0,1,0,1
"0292075",491,0,31,20,0,5,1,1,1,1,1,55,1,12,1,0,0,4
"0292076",492,0,116,44,1,13,1,0,0,5,0,134,0,40,0,0,1,11
"0292077",493,1,125,50,0,7,1,0,3,6,1,146,2,54,0,0,3,20
"0292078",494,0,84,56,0,8,2,0,2,5,0,133,3,38,0,1,0,17
"0292079",495,0,22,16,0,6,0,0,0,0,0,29,0,7,0,0,0,1
"0292080",496,0,59,28,0,7,0,0,0,3,0,83,4,18,0,0,1,8
"0292081",497,0,46,18,0,3,0,0,1,3,0,48,1,24,0,0,0,7
"0292082",498,1,66,41,0,7,1,0,1,4,0,83,5,32,1,1,1,6
"0292083",499,0,54,33,1,9,0,0,0,1,0,66,4,47,1,0,2,8
"0292084",500,0,156,93,0,3,0,1,2,22,0,159,2,91,0,2,0,48
"0292085",501,1,75,48,0,4,0,0,0,1,0,93,2,20,0,0,2,8
"0292086",502,0,140,87,0,14,0,0,2,20,0,224,0,69,0,0,4,42
"0292087",503,0,120,61,0,8,0,0,1,17,0,97,2,33,0,0,1,10
"0292088",504,0,192,90,0,20,0,0,3,6,1,214,11,57,0,0,5,28
"0292089",505,0,6,15,0,3,0,0,0,0,0,37,0,5,0,0,0,5
"0292090",506,0,71,24,0,7,0,0,1,3,0,142,0,45,0,0,2,12
"0292091",507,0,117,49,1,6,1,0,2,5,0,192,1,79,0,0,0,20
"0292092",508,0,19,7,0,0,0,0,0,0,0,31,0,13,0,0,1,4
"0292093",509,0,53,17,1,2,0,0,0,2,0,79,2,20,0,0,0,8
"0292094",510,0,18,13,0,0,0,0,0,4,0,6,0,7,0,0,0,2
"0292095",511,0,130,75,1,9,0,0,0,13,0,132,3,50,0,0,2,23
"0292096",512,0,68,37,0,5,1,0,5,4,0,163,3,56,0,0,3,11
"0292097",513,0,102,46,0,7,2,0,2,7,0,171,4,58,0,1,0,5
"0292098",514,1,41,19,0,7,0,0,0,3,0,95,0,24,0,0,0,4
"0292099",515,0,83,41,0,1,0,0,1,13,1,81,0,19,0,0,0,19
"0292100",516,1,59,36,0,5,1,0,1,1,0,66,2,21,0,0,0,12
"0292101",517,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,3
"0292102",518,0,163,57,0,8,0,0,2,6,0,171,4,58,0,0,0,14
"0292103",519,0,9,4,0,0,0,0,0,0,0,22,1,0,0,0,0,0
"0292104",520,0,14,11,0,1,0,0,0,2,0,22,0,2,0,0,0,1
"0292105",521,0,20,17,0,3,0,0,1,1,0,34,1,6,0,0,0,2
"0292106",522,0,11,7,0,0,0,0,0,2,0,34,0,13,0,0,1,3
"0292107",523,1,108,44,3,5,0,1,2,6,0,135,2,59,0,0,0,18
"0292108",524,0,67,29,0,3,0,0,0,12,0,61,0,31,0,1,0,8
"0292109",525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292110",526,0,20,16,0,0,0,0,0,2,0,29,0,9,0,0,0,1
"0292111",527,1,40,37,0,3,0,0,1,3,0,76,1,18,0,0,0,3
"0292112",528,1,74,71,0,8,0,0,0,6,0,108,3,34,0,0,0,17
"0292113",529,0,2,2,0,0,0,0,0,1,0,6,0,0,1,0,0,0
"0292114",530,0,79,49,0,8,1,0,2,5,0,129,1,41,0,1,2,12
"0292115",531,0,160,58,2,6,0,1,2,10,0,152,3,55,0,0,2,20
"0292116",532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292117",533,1,28,15,0,6,0,1,0,1,0,45,1,8,0,1,0,5
"0292118",534,0,1,5,0,0,0,0,0,0,0,2,0,1,0,0,1,0
"0292119",535,0,25,13,0,3,0,0,0,1,0,31,1,15,0,0,0,4
"0292120",536,1,58,23,2,2,1,0,1,0,0,86,1,29,0,0,1,11
"0292121",537,0,19,7,0,2,0,0,0,2,0,33,2,10,0,0,0,2
"0292122",538,0,30,18,0,4,0,0,1,2,0,133,0,39,0,0,1,9
"0292123",539,0,78,28,1,5,0,0,1,1,0,94,2,39,0,0,1,10
"0292124",540,0,49,19,0,2,1,0,0,7,0,36,1,21,0,0,0,13
"0292125",541,0,77,13,0,0,0,0,0,3,0,48,0,26,0,0,0,5
"0292126",542,1,49,32,0,6,0,0,0,7,0,80,2,12,0,0,0,9
"0292127",543,1,139,77,3,6,0,0,1,13,0,144,2,42,0,0,0,17
"0292128",544,1,50,47,1,15,0,1,0,4,2,80,1,21,1,0,0,12
"0292129",545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292130",546,1,98,67,0,9,1,0,0,7,0,136,1,51,0,0,0,12
"0292131",547,0,18,4,0,3,0,0,0,3,0,29,0,16,0,0,0,9
"0292132",548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292133",549,0,18,9,0,0,0,0,0,1,0,18,1,10,0,0,0,0
"0292134",550,0,38,22,0,2,0,0,0,5,0,64,1,23,1,0,0,7
"0292135",551,1,17,11,0,4,0,0,1,2,0,61,0,12,0,0,0,3
"0292136",552,0,199,57,1,9,0,0,1,9,0,244,7,63,0,1,4,28
"0292137",553,0,81,30,0,3,0,0,1,8,0,65,4,30,0,0,0,19
"0292138",554,0,46,22,0,3,1,0,1,6,0,64,2,12,0,0,2,8
"0292139",555,0,87,45,0,6,0,0,1,2,0,119,1,37,0,0,1,14
"0292140",556,1,59,32,0,3,1,0,1,7,0,103,1,25,0,0,1,10
"0292141",557,1,56,28,1,5,0,0,1,3,0,117,1,37,0,0,0,11
"0292142",558,0,13,10,0,3,0,0,0,2,0,48,0,8,0,0,0,1
"0292143",559,0,111,58,0,3,0,0,1,7,0,117,4,58,0,0,2,17
"0292144",560,0,104,49,0,5,0,0,0,13,0,145,3,72,0,1,0,13
"0292145",561,0,8,7,0,1,0,0,0,5,0,14,2,13,0,0,0,5
"0292146",562,0,0,2,0,0,0,0,0,0,0,11,0,3,0,0,0,0
"0292147",563,0,11,9,1,1,0,0,0,1,0,29,0,7,0,0,0,1
"0292148",564,0,147,99,0,9,0,0,4,19,0,310,2,108,0,1,1,24
"0292149",565,0,67,25,0,4,0,1,2,6,0,137,1,47,1,0,0,14
"0292150",566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292151",567,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"0292152",568,0,15,14,0,3,1,0,2,2,0,43,0,12,0,0,0,1
"0292153",569,0,11,4,0,0,0,0,0,2,0,27,0,4,0,0,0,3
"0292154",570,0,207,64,0,9,0,0,0,8,1,271,7,86,0,0,3,24
"0292155",571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292156",572,0,53,20,0,2,0,0,2,3,0,106,0,35,0,0,2,13
"0292157",573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292158",574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292159",575,0,9,3,0,0,0,1,0,0,0,11,0,5,0,0,0,2
"0292160",576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0292161",577,0,7,8,0,0,0,0,0,4,0,12,1,5,0,0,0,1
"0292162",578,0,27,5,1,0,0,0,0,3,0,61,0,17,0,0,0,7
"0292163",579,0,130,61,1,4,0,0,1,7,0,165,1,65,0,0,3,17
"0292164",580,0,85,40,1,6,0,0,0,16,0,147,2,57,0,0,0,15
"0292165",581,0,154,70,0,5,0,0,1,15,0,179,5,70,0,0,3,23
"0292166",582,1,106,68,0,4,1,0,2,11,0,123,2,37,0,0,1,21
"0292167",583,0,2,1,0,1,0,0,0,0,0,8,0,3,0,0,0,0
"0292168",584,1,82,44,0,4,1,0,0,11,0,102,1,63,0,0,2,15
"0292169",585,1,101,47,0,5,0,0,1,14,0,83,0,40,0,0,0,18
"0292170",586,1,143,70,1,8,0,0,1,19,0,209,3,101,0,0,3,27
"0292171",587,0,50,41,0,3,0,0,0,7,0,95,0,44,0,0,1,12
"0292172",588,0,15,15,1,1,0,0,0,3,0,21,0,12,0,0,0,2
"0292173",589,0,74,43,0,8,1,0,0,4,0,82,1,25,0,0,1,13
"0292174",590,0,161,86,1,8,0,0,1,21,0,136,6,47,0,0,3,29
"0292175",591,0,58,26,0,1,0,0,0,11,0,130,0,35,0,0,1,7
"0292176",592,0,60,16,0,0,0,0,0,7,0,78,1,34,0,1,2,4
"0292177",593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292178",594,0,95,42,0,5,2,2,2,9,0,112,3,62,1,0,3,21
"0292179",595,0,6,3,0,1,0,0,0,0,0,7,0,3,0,0,0,1
"0292180A",596,0,99,36,0,11,0,0,0,4,0,160,2,44,0,0,0,9
"0292180B",597,0,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"0292181A",598,0,21,9,1,1,0,0,1,2,0,23,1,8,0,0,1,3
"0292181B",599,0,5,2,0,1,0,0,0,0,0,4,0,2,0,0,0,1
"0292181C",600,0,4,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1
"0292181D",601,0,9,3,0,0,0,0,0,0,0,9,0,3,0,0,0,1
"0292181E",602,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"0292181F",603,0,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"0292181G",604,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0292182A",605,0,4,2,0,0,0,0,0,1,0,3,0,2,0,0,0,1
"0292182B",606,0,6,3,0,0,0,0,0,1,0,5,0,3,0,0,0,1
"0292182C",607,0,16,6,0,0,0,0,0,2,0,14,0,4,0,0,0,4
"0293001",608,0,140,50,0,3,0,0,0,16,0,141,2,60,0,0,1,26
"0293002",609,1,106,42,0,3,0,1,0,6,0,88,2,52,0,0,2,20
"0293003",610,2,77,23,0,4,1,0,2,4,0,57,2,27,0,0,0,11
"0293004",611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0293005",612,0,121,47,0,0,0,0,0,11,0,51,2,33,0,0,0,33
"0293006",613,0,67,38,0,5,0,1,1,6,0,50,2,26,0,0,0,17
"0293007",614,0,134,61,0,1,0,0,1,9,0,118,2,60,0,0,0,24
"0293008",615,0,5,4,0,0,0,0,0,1,0,7,0,0,0,0,0,0
"0293009",616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0293010",617,0,16,6,0,0,0,0,0,0,0,48,0,16,0,0,1,4
"0293011",618,0,72,53,0,0,0,0,2,20,0,49,2,32,0,0,0,17
"0293012",619,1,45,29,1,1,0,0,0,3,0,25,0,10,0,0,0,9
"0293013",620,3,109,49,0,4,1,0,0,9,0,119,5,62,0,0,2,26
"0293014",621,0,27,22,0,1,0,0,0,2,0,28,0,11,0,0,0,4
"0293015",622,0,85,48,0,6,1,0,2,10,0,115,2,36,0,0,0,18
"0293016",623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0293017",624,0,108,61,0,1,0,0,0,14,0,47,2,45,0,0,0,21
"0293018",625,0,176,90,0,1,0,0,0,19,0,59,2,46,0,0,0,25
"0293019",626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0293020",627,1,185,161,1,1,0,0,1,51,0,113,2,105,0,0,0,41
"0293021",628,0,140,106,0,2,0,0,1,21,0,38,0,39,0,1,1,22
"0293022",629,0,121,63,0,0,0,0,0,19,0,99,1,73,0,0,0,23
"0293023",630,0,3,2,0,0,0,0,0,0,0,2,0,2,0,0,0,1
"0293024",631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0293025",632,1,123,73,0,0,0,0,2,23,0,55,1,82,0,1,0,24
"0293026",633,0,114,71,0,0,0,0,0,22,0,39,1,50,0,0,0,14
"0293027",634,0,113,43,0,4,0,0,1,10,0,67,0,47,0,0,1,15
"0293028",635,0,78,32,0,4,0,0,0,3,0,93,1,34,0,0,1,12
"0293029",636,0,73,38,0,4,0,0,1,5,0,63,5,42,1,0,0,14
"0293030",637,0,148,87,0,1,0,0,1,18,0,79,2,54,0,0,1,20
"0293031",638,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
"0293032",639,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"0293033",640,0,89,57,0,1,0,0,2,11,0,50,1,19,0,0,0,16
"0293034",641,0,101,52,0,0,0,0,0,15,0,34,1,36,0,0,0,14
"0293035",642,0,49,19,0,1,0,0,0,5,0,47,0,26,0,0,0,8
"0293036",643,0,155,51,0,9,1,1,2,13,0,282,1,87,0,0,4,46
"0293037",644,0,4,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1
"0293038",645,0,65,54,0,7,0,0,0,10,0,72,3,52,1,0,1,12
"0293039",646,0,138,54,1,3,0,0,1,15,0,98,0,64,0,0,1,21
"0293040",647,0,105,42,0,4,0,0,0,9,0,108,5,67,0,0,0,14
