CNTYVTD,VTDKEY,Voter_Registration,Turnout,Spanish_Surname_Voter_Registration,Spanish_Surname_Turnout,Turnout_Rate
292029,444,1238,61,1041,0.953846153846154,0.049273021001615507
292030,445,1462,79,1289,0.952380952380952,0.054035567715458276
292031,446,1619,62,1376,0.916666666666667,0.03829524397776405
292032,447,539,26,459,0.96551724137931,0.04823747680890538
292033,448,1273,39,720,0.720930232558139,0.030636292223095052
292034,449,1581,34,790,0.685714285714286,0.021505376344086023
292035,450,1291,224,470,0.329004329004329,0.1735089078233927
292036,451,1524,278,335,0.227586206896552,0.18241469816272965
292037,452,1487,137,577,0.521739130434783,0.09213180901143242
292038,453,1229,155,564,0.490445859872611,0.12611879576891782
292039,454,1333,175,904,0.67032967032967,0.1312828207051763
292040,455,2629,229,1807,0.713178294573643,0.08710536325599087
292041,456,2838,240,2237,0.798418972332016,0.08456659619450317
292042,457,2490,152,2066,0.859756097560976,0.06104417670682731
292043,458,1154,52,937,0.864406779661017,0.045060658578856154
292044,459,2626,111,2132,0.912280701754386,0.04226961157654227
292045,460,1140,226,634,0.579399141630901,0.19824561403508772
292046,461,1817,296,1195,0.634868421052632,0.16290588882773804
292047,462,1599,206,1027,0.709090909090909,0.1288305190744215
292048,463,1801,103,1478,0.765765765765766,0.05719044975013881
292049,464,2942,262,2127,0.715328467153285,0.08905506458191706
292050,465,1760,185,1138,0.712121212121212,0.10511363636363637
292051,466,833,50,339,0.381818181818182,0.060024009603841535
292052,467,1020,66,820,0.787878787878788,0.06470588235294118
292053,468,1265,95,905,0.67,0.07509881422924901
292054,469,1940,226,1050,0.491525423728814,0.11649484536082474
292055,470,1885,212,341,0.2,0.11246684350132626
292056,471,1430,130,1054,0.723880597014925,0.09090909090909091
292057,472,2280,123,1827,0.717557251908397,0.05394736842105263
292058,473,2208,116,1738,0.801652892561983,0.05253623188405797
292059,474,2258,150,1613,0.729559748427673,0.06643046944198405
292060,475,1636,134,1126,0.695652173913043,0.08190709046454768
292061,476,1333,87,566,0.517647058823529,0.06526631657914479
292062,477,1148,105,749,0.666666666666667,0.09146341463414634
292063,478,2121,130,646,0.406015037593985,0.061291843470061294
292064,479,2354,188,1494,0.634020618556701,0.07986406117247238
292065,480,2270,96,1080,0.48,0.04229074889867841
292065,481,139,5,70,0.2,0.03597122302158273
292066,482,3672,353,1474,0.487465181058496,0.09613289760348584
292067,483,253,46,149,0.51063829787234,0.18181818181818182
292068,484,4101,397,1893,0.553398058252427,0.09680565715679103
292069,485,3105,201,1778,0.560975609756098,0.0647342995169082
292070,486,2074,132,1815,0.854166666666667,0.06364513018322084
292071,487,845,26,728,0.903225806451613,0.03076923076923077
292072,488,3325,215,1705,0.522321428571429,0.06466165413533835
292073,489,1212,94,803,0.686274509803922,0.07755775577557755
292074,490,1057,43,940,0.872340425531915,0.04068117313150426
292075,491,1090,50,886,0.769230769230769,0.045871559633027525
