CNTYVTD,VTDKEY,DavisR_22P_U.S. Rep 32,DayR_22P_U.S. Rep 32,NamdarR_22P_U.S. Rep 32,OkpaR_22P_U.S. Rep 32,SwadR_22P_U.S. Rep 32,WebbR_22P_U.S. Rep 32,DavisR_22P_U.S. Rep 32_Percentage,DayR_22P_U.S. Rep 32_Percentage,NamdarR_22P_U.S. Rep 32_Percentage,OkpaR_22P_U.S. Rep 32_Percentage,SwadR_22P_U.S. Rep 32_Percentage,WebbR_22P_U.S. Rep 32_Percentage
1131706,2176,12,20,10,0,82,18,0.08450704225352113,0.14084507042253522,0.07042253521126761,0.0,0.5774647887323944,0.1267605633802817
1131707,2177,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.5,0.5
1131730,2200,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1131731,2201,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1131748,2218,9,7,10,4,55,16,0.0891089108910891,0.06930693069306931,0.09900990099009901,0.039603960396039604,0.5445544554455446,0.15841584158415842
1131749,2219,35,20,18,14,81,43,0.16587677725118483,0.0947867298578199,0.08530805687203792,0.06635071090047394,0.38388625592417064,0.2037914691943128
1131750,2220,36,30,29,8,120,55,0.12949640287769784,0.1079136690647482,0.10431654676258993,0.02877697841726619,0.4316546762589928,0.19784172661870503
1131751,2221,55,65,78,33,226,84,0.10166358595194085,0.12014787430683918,0.14417744916820702,0.06099815157116451,0.4177449168207024,0.15526802218114602
1131752,2222,31,32,24,11,109,42,0.12449799196787148,0.1285140562248996,0.0963855421686747,0.04417670682730924,0.43775100401606426,0.1686746987951807
1132017,2237,9,9,5,3,12,12,0.18,0.18,0.1,0.06,0.24,0.24
1132020,2240,30,22,31,14,114,36,0.1214574898785425,0.08906882591093117,0.12550607287449392,0.05668016194331984,0.46153846153846156,0.145748987854251
1132031,2250,24,15,13,14,60,25,0.15894039735099338,0.09933774834437085,0.08609271523178808,0.09271523178807947,0.3973509933774834,0.16556291390728478
1132032,2251,18,10,13,11,25,18,0.18947368421052632,0.10526315789473684,0.1368421052631579,0.11578947368421053,0.2631578947368421,0.18947368421052632
1132033,2252,21,18,11,6,46,30,0.1590909090909091,0.13636363636363635,0.08333333333333333,0.045454545454545456,0.3484848484848485,0.22727272727272727
1132035,2253,11,5,5,4,21,19,0.16923076923076924,0.07692307692307693,0.07692307692307693,0.06153846153846154,0.3230769230769231,0.2923076923076923
1132038,2255,23,13,27,17,82,47,0.11004784688995216,0.06220095693779904,0.1291866028708134,0.08133971291866028,0.3923444976076555,0.22488038277511962
1132039,2256,28,13,13,17,74,47,0.14583333333333334,0.06770833333333333,0.06770833333333333,0.08854166666666667,0.3854166666666667,0.24479166666666666
1132040,2257,18,11,9,14,55,31,0.13043478260869565,0.07971014492753623,0.06521739130434782,0.10144927536231885,0.39855072463768115,0.2246376811594203
1132041,2258,73,52,69,25,248,105,0.12762237762237763,0.09090909090909091,0.12062937062937062,0.043706293706293704,0.43356643356643354,0.18356643356643357
1132042,2259,41,39,41,22,145,56,0.11918604651162791,0.11337209302325581,0.11918604651162791,0.06395348837209303,0.42151162790697677,0.16279069767441862
1132043,2260,34,21,24,22,115,48,0.12878787878787878,0.07954545454545454,0.09090909090909091,0.08333333333333333,0.4356060606060606,0.18181818181818182
1132044,2261,15,13,13,4,63,23,0.11450381679389313,0.09923664122137404,0.09923664122137404,0.030534351145038167,0.48091603053435117,0.17557251908396945
1132045,2262,29,30,19,10,93,44,0.1288888888888889,0.13333333333333333,0.08444444444444445,0.044444444444444446,0.41333333333333333,0.19555555555555557
1132048,2265,31,21,21,12,98,44,0.13656387665198239,0.09251101321585903,0.09251101321585903,0.05286343612334802,0.43171806167400884,0.19383259911894274
1132053,2270,24,14,5,4,32,21,0.24,0.14,0.05,0.04,0.32,0.21
1132054,2271,9,8,6,1,40,14,0.11538461538461539,0.10256410256410256,0.07692307692307693,0.01282051282051282,0.5128205128205128,0.1794871794871795
1132055,2272,6,6,2,3,37,22,0.07894736842105263,0.07894736842105263,0.02631578947368421,0.039473684210526314,0.4868421052631579,0.2894736842105263
1132079,2279,9,9,3,3,11,8,0.20930232558139536,0.20930232558139536,0.06976744186046512,0.06976744186046512,0.2558139534883721,0.18604651162790697
1132081,2281,1,0,0,0,2,1,0.25,0.0,0.0,0.0,0.5,0.25
1132082,2282,14,5,3,7,27,18,0.1891891891891892,0.06756756756756757,0.04054054054054054,0.0945945945945946,0.36486486486486486,0.24324324324324326
1132083,2283,16,6,6,3,14,11,0.2857142857142857,0.10714285714285714,0.10714285714285714,0.05357142857142857,0.25,0.19642857142857142
1132084,2284,1,0,2,0,3,0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.5,0.0
1132085,2285,2,1,1,0,2,2,0.25,0.125,0.125,0.0,0.25,0.25
1132086,2286,9,11,15,16,35,37,0.07317073170731707,0.08943089430894309,0.12195121951219512,0.13008130081300814,0.2845528455284553,0.3008130081300813
1132087,2287,15,11,11,16,59,24,0.11029411764705882,0.08088235294117647,0.08088235294117647,0.11764705882352941,0.4338235294117647,0.17647058823529413
1132108,2306,8,6,10,3,33,13,0.1095890410958904,0.0821917808219178,0.136986301369863,0.0410958904109589,0.4520547945205479,0.1780821917808219
1132118,2316,1,0,0,0,1,3,0.2,0.0,0.0,0.0,0.2,0.6
1132119,2317,3,1,1,4,4,1,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.07142857142857142
1132120,2318,21,11,25,7,70,19,0.13725490196078433,0.0718954248366013,0.16339869281045752,0.0457516339869281,0.45751633986928103,0.12418300653594772
1132121,2319,0,1,3,0,1,1,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666
1132122,2320,7,8,6,10,29,12,0.09722222222222222,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.4027777777777778,0.16666666666666666
1132123,2321,8,4,2,3,23,12,0.15384615384615385,0.07692307692307693,0.038461538461538464,0.057692307692307696,0.4423076923076923,0.23076923076923078
1132124,2322,6,2,2,1,13,3,0.2222222222222222,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.48148148148148145,0.1111111111111111
1132125,2323,2,4,1,2,5,1,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.06666666666666667
1132126,2324,4,1,4,2,20,3,0.11764705882352941,0.029411764705882353,0.11764705882352941,0.058823529411764705,0.5882352941176471,0.08823529411764706
1132127,2325,23,16,16,6,93,39,0.11917098445595854,0.08290155440414508,0.08290155440414508,0.031088082901554404,0.48186528497409326,0.20207253886010362
1132128,2326,27,15,13,9,74,23,0.16770186335403728,0.09316770186335403,0.08074534161490683,0.055900621118012424,0.45962732919254656,0.14285714285714285
1132129,2327,3,2,0,0,7,2,0.21428571428571427,0.14285714285714285,0.0,0.0,0.5,0.14285714285714285
1132130,2328,9,4,2,3,22,10,0.18,0.08,0.04,0.06,0.44,0.2
1132131,2329,8,1,1,1,11,6,0.2857142857142857,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.39285714285714285,0.21428571428571427
1132132,2330,5,3,7,2,15,7,0.1282051282051282,0.07692307692307693,0.1794871794871795,0.05128205128205128,0.38461538461538464,0.1794871794871795
1132133,2331,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0
1132134,2332,4,2,4,3,11,9,0.12121212121212122,0.06060606060606061,0.12121212121212122,0.09090909090909091,0.3333333333333333,0.2727272727272727
1132137,2333,2,3,2,5,5,3,0.1,0.15,0.1,0.25,0.25,0.15
1132138,2334,0,2,5,1,7,3,0.0,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.3888888888888889,0.16666666666666666
1132139,2335,4,2,0,0,8,3,0.23529411764705882,0.11764705882352941,0.0,0.0,0.47058823529411764,0.17647058823529413
1132140,2336,2,0,0,3,9,4,0.1111111111111111,0.0,0.0,0.16666666666666666,0.5,0.2222222222222222
1132141,2337,2,1,1,2,8,2,0.125,0.0625,0.0625,0.125,0.5,0.125
1132142,2338,7,2,1,0,11,5,0.2692307692307692,0.07692307692307693,0.038461538461538464,0.0,0.4230769230769231,0.19230769230769232
1132143,2339,1,2,0,1,3,7,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427,0.5
1132144,2340,8,7,9,6,22,12,0.125,0.109375,0.140625,0.09375,0.34375,0.1875
1132145,2341,13,5,8,5,18,17,0.19696969696969696,0.07575757575757576,0.12121212121212122,0.07575757575757576,0.2727272727272727,0.25757575757575757
1132146,2342,6,8,9,1,18,14,0.10714285714285714,0.14285714285714285,0.16071428571428573,0.017857142857142856,0.32142857142857145,0.25
1132147,2343,25,10,8,7,54,40,0.1736111111111111,0.06944444444444445,0.05555555555555555,0.04861111111111111,0.375,0.2777777777777778
1132148,2344,2,0,0,1,5,0,0.25,0.0,0.0,0.125,0.625,0.0
1132149,2345,6,5,6,6,27,19,0.08695652173913043,0.07246376811594203,0.08695652173913043,0.08695652173913043,0.391304347826087,0.2753623188405797
1132150,2346,6,4,0,3,10,2,0.24,0.16,0.0,0.12,0.4,0.08
1132151,2347,3,0,1,1,6,3,0.21428571428571427,0.0,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.21428571428571427
1132152,2348,5,4,2,1,12,8,0.15625,0.125,0.0625,0.03125,0.375,0.25
1132153,2349,10,7,5,4,20,12,0.1724137931034483,0.1206896551724138,0.08620689655172414,0.06896551724137931,0.3448275862068966,0.20689655172413793
1132154,2350,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0
1132155,2351,12,17,8,11,51,28,0.09448818897637795,0.13385826771653545,0.06299212598425197,0.08661417322834646,0.4015748031496063,0.2204724409448819
1132305,2367,14,13,8,4,34,19,0.15217391304347827,0.14130434782608695,0.08695652173913043,0.043478260869565216,0.3695652173913043,0.20652173913043478
1132402,2380,42,37,19,6,130,41,0.15272727272727274,0.13454545454545455,0.06909090909090909,0.02181818181818182,0.4727272727272727,0.14909090909090908
1132403,2381,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1132404,2382,24,17,9,5,59,22,0.17647058823529413,0.125,0.0661764705882353,0.03676470588235294,0.4338235294117647,0.16176470588235295
1132406,2384,42,34,18,12,113,48,0.15730337078651685,0.12734082397003746,0.06741573033707865,0.0449438202247191,0.4232209737827715,0.1797752808988764
1132410,2388,15,14,3,8,58,17,0.13043478260869565,0.12173913043478261,0.02608695652173913,0.06956521739130435,0.5043478260869565,0.14782608695652175
1132417,2391,5,2,2,0,9,4,0.22727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.4090909090909091,0.18181818181818182
1132501,2393,22,17,42,9,83,37,0.10476190476190476,0.08095238095238096,0.2,0.04285714285714286,0.3952380952380952,0.1761904761904762
1132502,2394,24,59,31,18,134,74,0.07058823529411765,0.17352941176470588,0.09117647058823529,0.052941176470588235,0.3941176470588235,0.21764705882352942
1132505,2397,21,20,15,18,90,27,0.1099476439790576,0.10471204188481675,0.07853403141361257,0.09424083769633508,0.4712041884816754,0.14136125654450263
1132508,2400,24,31,10,10,70,41,0.12903225806451613,0.16666666666666666,0.053763440860215055,0.053763440860215055,0.3763440860215054,0.22043010752688172
1132509,2401,45,51,125,14,139,51,0.10588235294117647,0.12,0.29411764705882354,0.03294117647058824,0.3270588235294118,0.12
1132510,2402,16,27,16,8,66,43,0.09090909090909091,0.1534090909090909,0.09090909090909091,0.045454545454545456,0.375,0.24431818181818182
1132511,2403,28,28,27,11,103,20,0.12903225806451613,0.12903225806451613,0.12442396313364056,0.05069124423963134,0.47465437788018433,0.09216589861751152
1132512,2404,19,19,18,4,92,24,0.10795454545454546,0.10795454545454546,0.10227272727272728,0.022727272727272728,0.5227272727272727,0.13636363636363635
1132513,2405,24,34,27,11,105,32,0.10300429184549356,0.1459227467811159,0.11587982832618025,0.04721030042918455,0.45064377682403434,0.13733905579399142
1132514,2406,47,38,29,17,120,49,0.15666666666666668,0.12666666666666668,0.09666666666666666,0.056666666666666664,0.4,0.16333333333333333
1132517,2408,13,12,7,5,37,25,0.13131313131313133,0.12121212121212122,0.0707070707070707,0.050505050505050504,0.37373737373737376,0.25252525252525254
1132518,2409,27,22,42,12,107,33,0.1111111111111111,0.09053497942386832,0.1728395061728395,0.04938271604938271,0.4403292181069959,0.13580246913580246
1132519,2410,16,21,13,9,56,14,0.12403100775193798,0.16279069767441862,0.10077519379844961,0.06976744186046512,0.43410852713178294,0.10852713178294573
1132520,2411,39,27,18,13,103,37,0.16455696202531644,0.11392405063291139,0.0759493670886076,0.05485232067510549,0.4345991561181435,0.15611814345991562
1132521,2412,21,28,28,9,69,28,0.11475409836065574,0.15300546448087432,0.15300546448087432,0.04918032786885246,0.3770491803278688,0.15300546448087432
